s_no,artist,title,art_movement,museum_venue,country_of_origin,has_text,primary_medium,medium,work_size,date,representation,representation_semi,kinetic,map,map2,spatial_dimension,spatial_dimension2,pl,si,va,te,co,or,sh,reflection,po,li,ar,notes
24,Cecily Brown,Trouble in Paradise ,representation,Tate,9,FALSE,painting,"painting, oil on canvas",191 x 229 x 5 cm,1999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,4,0,2,4,FALSE,0,5,5,"chaotic accumulation of lines in all directions, thick paint, semi-rep. areas squashed in by textural lines, hybrid biomorphic forms, textural brushwork, viscous paintly gestures"
26,James Casebere,Blue Hallway ,conceptual,Tate,1,FALSE,photography,photo,243 x 196 cm,2000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,4,0,0,0,4,TRUE,0,0,5,"Photo is of a table-top model of a flooded room - uncertainty about what it is. Reflected lines in 'water', emptiness. "
66,Isaac Julien,Vagabondia ,conceptual,Tate,9,FALSE,video_film,"video, 2 back projections, 7 mins",display dimensions variable,2000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,0,0,1,1,TRUE,0,0,5,video still - interesting because same image seen twice: different paths
15,Richard Billingham,Arrow ,representation,Tate,9,FALSE,photography,"photo, chromogenic print on paper",51 x 76 cm,2000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,2,5,1,1,0,FALSE,0,0,5,"slightly pixelated, partially out of focus floor creates strange space, takes away the certainty of the ground"
282,Ellen Gallagher,Watery Ecstatic,conceptual,MoMA,1,FALSE,drawing,"drawing, ink, oil, watercolor, pencil, & cut-&-pasted paper on paper",56 x 75 cm,2001,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,4,4,0,0,3,FALSE,3,5,3,"all off-white, circular lines cut & engraved into paper, sense of movement, scratched into surface of paper, sense of something underneath"
181,Richard Tuttle ,"Dawn, Noon, Dusk: Paper (1)",postminimal,MoMA,1,FALSE,drawing,"drawing, watermarked sheet of handmade paper w/ pigment additions, mounted on colored paper in handpainted wooden frame",35 x 40 cm each (suite of 3),2001,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,2,2,1,2,4,FALSE,0,5,3,"limited use of lines, breaks in line, meandering, relation of lines to each other, lightly checkered diamonds on ground, indeterminate space"
110,Albert Oehlen,More Fire and Ice,conceptual,NYT also Tate,5,FALSE,painting,"painting, mixed media on canvas",351 x 340 cm,2001,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,0,4,4,0,4,3,FALSE,0,5,5,"mixes images & abstract & spaces and lines & areas; poured, sprayed, paint applied in multiple semi-transparent layers, from all directions"
294,Matthew Ritchie ,Everyone Belongs to Everyone Else,,MoMA,9,TRUE,drawing,"drawing, ink & graphite on mylar",56 x 165 cm,2001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,4,2,3,1,4,FALSE,5,5,5,"space between elements,floating space, almost a sense of a time sequence to convey uncertainty / change over time / use of top & bottom timeline, light value & color"
158,Robert Ryman,Document ,conceptual,Pace Gallery (also Tate),1,FALSE,painting,"painting, oil on canvas",198 x 198 cm,2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,2,3,0,4,1,FALSE,0,5,5,"repeated curved lines overlaying, textural paint marks; work nearly always explores white & repetition"
279,Beth Campbell,My Potential Future Based on Present Circumstances (12/14/02),conceptual,MoMA,1,TRUE,drawing,"drawing, pencil on paper",127 x 97 cm,2002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,2,0,0,0,3,FALSE,0,5,0,"words leading to other words, small multiple branches, different routes, if I do this, then do I choose this or that, alternate choices, lays out lots of possibilities for taking different paths, light use of pencil"
289,William Anastasi,"Pocket Drawing - Sept. 24, 2002",conceptual,MoMA,1,FALSE,drawing,"drawing, pencil on paper",57 x 72 cm,2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,3,1,0,4,3,FALSE,0,5,3,"repetition, different orientations, grounds much of his work on the idea of chance - here he has folded paper in pocket, walks, uses pencil to graph his movements"
113,Claes Oldenburg and Coosje van Bruggen,Soft Viola ,,Whitney also in Tate,1,FALSE,sculpture,"sculpture, canvas, resin, rope, & metal painted with latex",264 МОМФ 152 МОМФ 56 cm,2002,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0,4,0,4,4,FALSE,0,5,5,"gravity on soft object hung on a wall that is usually hard, floppiness of the object that in real life has different properties"
291,Bruce Connor,Bombhead,,MoMA,1,FALSE,photography,"photo, digital print with acrylic paint additions",81 x 64 cm,2002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0,1,3,0,0,4,FALSE,0,0,5,"collage, different elements together, combination of bomb cloud erupting out of neck w/ torso, unexpected"
303,Harvey Tulcensky ,Untitled,,MoMA,1,FALSE,drawing,"drawing, ballpoint pen on paper",28 x 22 cm,2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,3,4,2,1,2,FALSE,0,5,5,"repetition of parallel lines very close together, handmade variation & use of 2 colors in 2 areas, quality of line / touch / mark & placement"
293,Guillermo Kuitca,The Ring,postminimal,MoMA,10,TRUE,print,"print, one of 4 altered ink-jet prints",27 x 22 cm,2002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,3,3,0,4,3,FALSE,3,5,3,"(see entry 70 also) - here use of broken up text to suggest uncertainty, overlapping text, morphed sense of folding"
290,John Bock ,Untitled,,MoMA,5,FALSE,drawing,"drawing, coffee & pressure-sensitive tape on cut paper",30 x 21 cm,2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,2,0,4,4,FALSE,0,5,5,"cut out folding down, empty space, use of cutting paper so part of image hangs down, use of coffee to paint with"
292,Damien Hirst,"Lavender baby from In a Spin, the Action of the World on Things, Volume 1",,MoMA,9,TRUE,print,"print, etching from series of 23",91 x 70 cm,2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3,3,2,0,4,3,FALSE,5,5,3,"thin lines, lightness, concentric circles, splatters outwards, quality of markmaking"
280,Diller + Scofidio,"Blur Building, Yverdon-les-Bains, 26",conceptual,MoMA,1,FALSE,photography,"photo, still of video of installation",photo of structure 300 feet wide by 200 feet deep by 75 feet high,2003,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,3,4,0,0,1,FALSE,0,0,5,"large floating shape of mist above water, architecture so not completely w/in the remit here but interesting piece w/ floating mist as a b'ding, can't see when inside the building, architecture of atmosphere"
277,John Armleder,Untitled from Supernova,,MoMA,1,FALSE,print,"print, lithograph",56 x 77 cm,2003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,4,1,3,4,FALSE,3,0,5,"1 color, varied tones, swirling effect, out of focus effect, hard to grasp, varied"
288,Sarah Walker,Blue Band,,MoMA,1,FALSE,painting,"painting, synthetic polymer paint on paper",130 x 122 cm,2003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3,2,2,1,2,4,FALSE,5,5,5,"grid, points, different sizes, variegated ground, complex web of drawing layers over areas of color"
184,Adriana VarejМЈo,Folds 2,,Guggenheim also Tate,13,FALSE,painting,"painting, oil on canvas over aluminum, mounted to wood w/ oil painted polyurethane",241 x 230 x 40 cm,2003,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0,3,2,0,4,FALSE,0,3,5,"combination of 2 different elements, textural, spiky poking thro' squared paper ground, hard to tell what this is, materials, plays w/ depth & suggestion"
273,Yun-Fei Ji,The Empty City: Autumn Colors,,MoMA,14,FALSE,painting,"painting, Chinese watercolor and ink on Chinese paper",80 x 235 cm,2003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,4,2,1,1,4,FALSE,0,5,5,"combination of landscape spaces, foregrounds & deeper space, leaning angular gnarled trees, light washes, composition, sense of the elements, blown trees"
278,Cai Guo-Qiang,Drawing for Transient Rainbow,,MoMA,14,FALSE,drawing,"drawing, gunpowder on two sheets of paper",455 x 405 cm,2003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,4,0,0,4,FALSE,5,3,0,"repetition, exploding gunpowder creating dynamic marks, weird, surreal, specific, repeated marks created and act of how the image is created, exploding gunpowder sandwiched bet 2 huge sheets of paper"
127,Sigmar Polke,Untitled (Square 2),,Tate,5,FALSE,painting,"painting, gold paint, oil & acrylic paint on canvas",200 x 190 x 2 cm,2003,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,1,2,0,2,4,FALSE,5,5,5,"combination of different images, pouring, stenciling, dynamic tension bet expressive gesture & mechanical reproduction, printed images, dots & painterly marks, overlaying, multiple orientations, unusual materials"
284,Anish Kapoor,Untitled,,MoMA,22,FALSE,drawing,"drawing, pastel on paper",55 x 75 cm,2003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,5,2,4,0,2,FALSE,0,3,5,"deepness of color, shape going from top to bottom, vapourness of edge, depth of color suggesting deep space"
286,Mathias Schmied,Venetian Blinds,,MoMA,26,FALSE,drawing,"drawing, cut printed paper",76 x 52 cm,2003,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,4,0,0,0,4,FALSE,0,5,5,"repeated parallel lines lighter lines making rectangle cut by vertical column, w/ slightly darker lines describing a shape, slightly longer on left hand side, empty space, vertical paper, small relative size of shape, light in value, made of very thin strips of cut, printed paper"
50,Eberhard Havekost,Ghost 1,representation,Tate,5,FALSE,painting,"painting, oil on canvas",150 x 80 x 2 cm,2004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,2,0,0,4,FALSE,0,0,5,"back view of figure, clothing, lack of information, generalized, hazy quality of paint handling, enigmatic"
134,Ged Quinn,Cross in the Wilderness ,surrealism,Tate,9,FALSE,painting,"painting, oil on canvas",267 x 183 x 3 cm,2004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4,4,0,0,0,3,FALSE,0,3,5,"relative size of objects out of balance, different scales/sizes, surrealist, dark tones, strange combinations"
56,Charline von Heyl,Twelve Thirty ,conceptual,Petzel Gallery,1,FALSE,painting,"painting, acrylic on canvas",218 x 208 cm,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4,3,0,0,4,2,FALSE,0,5,3,"layering of 2 systems, spaces, different weights of lines, values, sizes, sense of web, plays w/ digital & painting space & disorienting viewer"
142,RosМўngela RennМ_,Experiencing Cinema,,Tate,13,FALSE,installation,"installation, video, projection, color & smoke machine",Each DVD (x 4) 21 min,2005,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,0,4,4,0,0,3,FALSE,0,0,5,"image ephemeral, projects image onto smoke so they appear & disappear"
168,Monika Sosnowska,"The Tired Room, Freud Museum, Vienna, 2",,Capitain Petzel Gallery also Tate,8,FALSE,installation,"installation, mixed media",room installation,2005,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0,0,0,4,4,FALSE,0,0,5,"created room installation w/ angular, slanted walls & surfaces, disorienting"
61,Roni Horn,Then 2,conceptual,Hauser & Wirth Gallery,1,FALSE,drawing,"drawing, blue and red pigment and varnish on paper",221 x 257 cm,2006,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0,4,3,FALSE,3,5,0,"floating short lines grouped into almost symbols, in space, reassembled, collage-like, hard to grasp"
93,Josiah McElheny,"Twentieth Century Modernism, Mirrored and Reflected Infinitely",conceptual,Andrea Rosen Gallery (also Tate),1,FALSE,sculpture,"sculpture, handblown mirrored glass, display structure, transparent mirror, lighting",79 x 478 x 48 cm,2006,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,0,2,2,0,0,1,TRUE,0,0,5,"mirrored glass gives infinity aspect, siting of glass in relation to mirror creating illusion of deep receeding space"
155,Sterling Ruby,(Mapping) Maybelline еЁ Wet Shine Cherry Rain,,Foxy Production (also Tate),1,FALSE,painting,"painting, nail polish & sharpie pen on card",81 x 102 cm,2006,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,3,0,3,4,FALSE,3,5,0,"combination of poured lines & geometric thin lines w/ splattered points, empty space, gooey materials, dripping, 2 kinds of drawing space in nail polish"
247,Mark Bradford,Disappear Like a Dope Fiend,,New Yorker also MoMA,1,FALSE,painting,"painting, mixed media, collage on canvas",119 x 155 cm,2006,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1,1,1,2,1,FALSE,0,5,5,"collage, overlayering, scraping, overlapping, repetitive, snippets of information, layered but showing some of layers below"
249,Wade Guyton,Untitled,,MoMA,1,FALSE,painting,"painting, inkjet on canvas",217 x 175 cm,2006,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,2,2,3,0,0,1,FALSE,0,5,0,"folded canvas run through printer more than once so smudging on one side, overlayering, alignment off, left is blurred & Xs not solid & overlaid, drips, whereas right is sharp; uncertain space"
276,Dan Miller,Untitled,,MoMA,1,TRUE,drawing,"drawing, felt-tip pen on paper",56 x 76 cm,2006,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,0,4,FALSE,0,5,0,"overlapping, thin lines, dense in some areas, looped, in layers, lines vary across the surface"
295,Erwin Wurm,House Attack,,Lehmann Maupin Gallery also MoMA,2,FALSE,installation,"installation, mixed media",full-size model of one-family house,2006,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,2,0,0,0,4,3,FALSE,0,0,5,"upside down house on top of museum, balance / out of balance, rather literal - will the house fall off - conveys uncertainty"
392,Rodney Graham,Main Street Tree,conceptual,Hauser and Wirth,3,TRUE,photography,"photo,",229 x 185 x 5 cm,2006,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,5,1,FALSE,0,3,5,"upside down photo of tree in front of karoke shop, tree large and slightly leaning, hard to get past that the image is upside down, feels like objects will fall down"
96,Julie Mehretu,Black City ,abstraction,White Cube Gallery (also Tate),1,FALSE,painting,"painting, ink & acrylic on canvas",305 x 488 cm,2007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,2,2,1,4,3,FALSE,3,5,5,"layering of lines & shapes w/ semi-see through paint to create space, lines angled as if spinning from center out, spatial depth, ambiguous"
209,Ricci Albenda,Panoramic Portal to Another Dimension (Deanna),conceptual,Andrew Kreps Gallery,1,FALSE,installation,"installation, MDF & acrylic paint",549 x 366 cm,2007,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,2,1,0,0,4,FALSE,0,0,5,"volumetric walls, creating shadows, allusions to space through bulging white walls"
272,Mary Weatherford,vines,,David Kordansky Gallery also MoMA,1,FALSE,painting,"painting, flashe on linen",94 x 112 cm,2007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,3,4,0,1,4,FALSE,0,5,3,"use of overlayered lines, sense of handmade drawn line, spatial depth"
275,Uta Barth,Sundial (2007.14),conceptual,MoMA,5,FALSE,photography,"photo, chromogenic color prints",76 x 95 cm,2007,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,3,2,1,1,4,FALSE,0,0,5,"4 panels, horizontal, close-ups & longer shots, close colors, tracing horizon line?, image placement & emptiness, what is it"
251,Moris (Israel Meza Moreno),Hermoso paisaje 3,,I-20 Gallery also MoMA,31,FALSE,sculpture,"sculpture, mixed media",80 x 65 x 25 cm,2007,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,1,0,1,0,3,FALSE,0,3,5,"objects in transparent bag, suspended against wall/ floor, uneasy sense to this work, is this someone's belongings / stolen / policy station / dead, what is the story here"
107,Mike Nelson,A Psychic Vacuum ,conceptual,"303 Gallery, also Tate",9,FALSE,installation,"installation, sand","disused interior of the Essex Street Market, series of reconstructed rooms and passageways- this view is one large room installation",2007,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,4,0,4,0,0,2,FALSE,0,0,5,"converted derelict market into maze of constructed rooms, passageways, filled main space w/ huge amount of sand so that it was part way up the columns, sloping upwards as if a hill. Uncertain as to what and why and how this had come about"
133,R.H. Quaytman,Chapter 12: iamb,conceptual,File Magazine also Tate,1,FALSE,painting,"painting, silkscreen, gesso on wood",51 x 82 cm,2008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,3,0,0,3,0,FALSE,0,5,5,"repeated parallel lines vertical & horizontal, dots where they cross, subtly uneven background, grid, spatial ambiguity, optical illusion"
262,Gedi Sibony,If,,Greene Naftali Gallery and MoMA,1,FALSE,installation,"installation, plastic & tape",292 x 196 cm,2008,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,2,3,0,0,1,FALSE,0,3,5,"transparent plastic on wall, empty, translucent ground, tape lines, see straight through plastic to wall. Usually used to cover not as thing in itself and not as thing in itself flat & taped to a wall"
71,Yayoi Kusama,Infinity Mirrored Room-Gleaming Lights of the Soul    ,postmod,David Zwirner Gallery,27,FALSE,installation,"installation, wood, metal, mirrors, acrylic panel, LED lighting, water",room size,2008,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,4,4,0,2,0,1,TRUE,5,0,0,"different size dots, use of reflection, water, LED lighting, creates repetition, hard to comprehend space"
118,Oliver Payne and Nick Relph,Master Friday ,postmod,Tate,9,FALSE,print,"print, digital print on paper",60 x 42 cm,2008,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,1,0,0,1,2,FALSE,0,3,5,"2 tone, overlayering, repetition of 2 elements in relation to each other, facing different  directions, suggests movement, probably not uncertain but interesting use of repetition & overlap which could all be used to suggest uncertainty"
31,Leonardo Drew,Number 135,abstraction,Sikkema Jenkins,1,FALSE,installation,"installation, wood and mixed media",457 x 1748 x 160 cm,2009,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,0,3,0,5,0,FALSE,0,3,5,"scale: sheer size of work, & force of wood sticking out on top left, will it fall off, wall installation seems to be part of a floor sited on wall, decay"
204,Christopher Wool ,Untitled,abstraction,luhringaugustine.com also Tate,1,FALSE,painting,"painting, silkscreen ink on linen",244 x 183 cm,2009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,3,3,2,1,4,FALSE,3,3,5,"repetition, partial images, empty spaces, semi-transparent layers w/ parts overlayed - sense of multiples"
386,Charles Long,Untitled,,Tanya Bonakdar Gallery,1,FALSE,sculpture,"sculpture, papier machМОе©, plaster, steel, acrylic, river sediment & debris",323 x 91 x 102 cm,2009,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,0,0,4,0,4,4,FALSE,0,5,5,"juxtaposition of 2 kinds of lines, unclear how thin papier mache & river sediment line stands up, this line seems to almost describe water or ice, much taller than angular hard lines, particular shapes, difference of materials, framed w/ a lot of space"
130,Nicholas Pope,Liar Liar ,,Tate,11,FALSE,sculpture,"sculpture, 15 unglazed ceramic forms",dimensions variable,2009,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,1,0,0,5,FALSE,0,0,5,"repeated volumes, weird, are these abstract or are they repeated mute 'figures'"
395,Fernanda Gomes ,Untitled,,Galerie Emmanuel HervМ©,13,FALSE,installation,"installation, wood & painting",30 x 30 x 5 cm,2009,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,1,3,3,0,3,5,FALSE,0,5,0,"reads as incomplete square, white on white wall, miminal work but materially basic & searching, textural, lines are basic wood not quite forming a right angle, what is this"
397,Amir Mousavi,,,Aaran Gallery also LACMA,23,FALSE,photography,"photo,",,2009,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,3,1,0,2,FALSE,0,3,5,"combining photo & painting, blurred cars, sharp image of tree branch, strange shapes above branches, juxtapositions: paint on photo printed on canvas, real/ unreal"
274,Mariah Robertson,Unique color print on metallic paper,conceptual,Van Doren Waxter also MoMA,1,FALSE,photography,"photo, color print on metallic paper",130 x 79 cm,2010,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,4,3,0,2,4,FALSE,0,5,5,"2 parts, 1 b&w, 1 color bleeding colors into each other, manipulation of light, hard to tell what this is & use of 2 different images in relation to each other"
60,Rebecca Horn ,Landscape of the Golem II ,postmod,Sean Kelly Gallery,5,FALSE,painting,"painting, acrylic on paper",40 x 30 cm,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,2,4,0,1,4,FALSE,0,3,5,"floating, ambiguous textural shapes and lines, odd space created"
223,Ritesh Meshram,Untitled,,"Gallery Chemould Prescott Road, Mumbai",22,FALSE,installation,"installation, string & nylon scrap",corner room installation,2010,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,0,1,0,0,4,FALSE,0,0,5,"multiple hanging bags w/ some nylon scraps fallen out,, scattered on floor, balance & imbalance & spillage, messy, uncertain what's gone on"
62,Shirazeh Houshiary,Vapour,postmod,Lehmann Maupin Gallery,23,FALSE,painting,"painting, pencil & aquacryl on canvas & aluminum",270 x 190 cm,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,3,3,1,4,0,FALSE,3,5,5,"undulating surface, repeated color pencil marks, more in center & darker color, seeming layers of marks/lines"
165,Shozo Shimamoto,Untitled ,gutai,De Buck Gallery also Tate,27,FALSE,painting,"painting, acrylic & newspaper",50 x 72 cm,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,3,0,3,0,FALSE,5,5,0,"dripping paint thro' holes, movement, empty space, what is behind the paper/canvas?"
269,Lieko Shiga,Raisen Kaigan 36,,MoMA,27,FALSE,photography,"photo, chromogenic color print",91 МОМФ 60 cm,2010,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,5,0,0,0,3,FALSE,0,0,5,"darkness semi-obscuring parts especially head, shadows, evokes the surreality of dreams"
266,Sung Hwan Kim,Washing Brain and Corn,,Tate also MoMA,28,FALSE,photography,"photo, video still ","video still, HD video, color, sound, 10 min, 22 sec",2010,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,0,2,3,0,0,4,FALSE,0,3,5,"video still, figure in front of image, alteration of face, use of wings, strangeness "
210,Kiripi Katembo,"Subir, sМ©rie Un Regard",,"fondationcartier.com, BEAUTМд 16 2015 exhibition",16,FALSE,photography,"photo, lightjet print",60 x 90 cm,2011,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0,1,1,1,1,2,TRUE,0,3,5,"photos shot in puddles, upside down reflections, hard to grasp how the rocks & architecture work spatially - is this one of his shots into water showing reflections?"
225,Aditi Singh,Untitled (diptych),,"Gallery Chemould Prescott Road, Mumbai",22,FALSE,drawing,"drawing, charcoal & goauche on Hahnemuhle paper",76 x 183 cm,2011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,4,4,0,0,1,FALSE,3,0,5,"smudged areas, abstract, empty space on right, use of 2 sheets of paper & drawing on part of both: joins / doesn't join"
398,Dariush Nehdaran,Untitled,,LACMA,23,FALSE,photography,"photo, gelatin silver print",71 x 107 cm,2011,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,2,0,0,4,3,FALSE,3,3,5,"photo placed on its side, strong elongated shadows of figures, weird sense of orientation"
115,Gabriel Orozco,River Rocks Eroded,conceptual,White Cube Gallery (also Tate),31,FALSE,painting,"painting, acrylic on canvas",137 x 90 cm,2011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,2,2,2,0,4,FALSE,5,0,5,"dots over indeterminate shapes, sense of what shapes are behind 'grid' layer"
254,Sam Lewitt,Fluid Employment,conceptual,Miguel Abreu and Whitney Biennial 2012 and MoMA,1,FALSE,installation,"installation, ferromagnetic liquid poured bi-weekly over plastic sheets & magnetic elements, fans","each sheet 122 x 122 cm, installation dimensions variable",2012,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,1,5,0,1,4,FALSE,0,0,5,"fluid wobbling materials, moved by fan, floor installation using ferromagnetic liquid & fans: like a series of tidepools w/ wobbling shapes"
267,Lisa Oppenheim,"Man holding large camera photographing a cataclysmic event, possibly a volcano erupting.",conceptual,Tanya Bonakdar Gallery and MoMA,1,FALSE,photography,"photo, b & w silver gelatin photograph, exposed & solarized by firelight",84 x 101 cm,2012,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,5,2,0,2,3,FALSE,0,3,5,"repetition, exposed historical film, use of multiple, explores image source & context, title of piece suggests this is from historical film exposed to a volcano"
268,Luther Price,Number 9,conceptual,Callicoon Arts also MoMA,1,FALSE,installation,"installation, handmade slide, projected in pairs",2.5 x 4 cm slide size,2012,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,2,4,3,0,2,4,FALSE,0,5,5,"handmade slide, scrapped and recolored with inks & pens, image one of 80 projected slides, displayed in brief pairs on 2 projectors"
323,Michael Heizer,Levitated Mass,,Gagosian also MoMA,1,FALSE,sculpture,"sculpture, diorite granite, concrete",13900 x 670 x 1080 cm,2012,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,4,0,4,0,0,1,FALSE,0,0,5,"very heavy large rock, balanced across slanted walkway between 2 walls, looks placed precariously"
213,FranМ¤ois-Xavier GbrМ©,"Imprimerie nationale, Porto Novo, Benin",,"Galerie CМ©cile Fakhoury Abidjan ‰ЫУ 25, http://cecilefakhoury.com/",4,FALSE,photography,"photo, archival pigment ink on fine art paper",,2012,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,4,0,3,0,4,FALSE,0,0,5,"emptiness, acent of pink material, use of light accent on chair, against darkness, focus on composition"
218,Jitish Kallat,Found Burnt Text,,"Gallery Chemould Prescott Road, Mumbai",22,TRUE,installation,"installation, burnt adhesive",wall size,2012,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,0,2,4,0,2,2,FALSE,3,5,5,"burnt text, abstracts them, soot marks go upwards, see detail: http://gallerychemould.com/artists/jitish-kallat-homepage-chemould-prescott-road-art-mumbai-gallery-contemporary/artist_work/vbm-vcmn/"
224,Gigi Scaria,Dust,,"Gallery Chemould Prescott Road, Mumbai",22,FALSE,photography,"photo, digital print on archival paper",81 x 122 cm,2012,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,0,4,1,0,2,FALSE,0,0,5,"probably combination of photos & photoshop, wind effect on sand around line of buildings, architecture & dust & desert; hard to tell what's going on"
211,Nestor Da,"Untitled #38, Ondes de perturbation series",,"Galerie CМ©cile Fakhoury Abidjan ‰ЫУ 25, http://cecilefakhoury.com/",25,FALSE,photography,"photo, archival pigment ink on fine art paper, mounted on dibond",60 x 90 cm,2012,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,4,0,0,4,FALSE,5,0,5,"collage photo, hard to tell what this is exactly"
74,Lee Bul,Souterrain,,Lehmann Maupin Gallery,28,FALSE,sculpture,"sculpture, plywood on wooden frame, acrylic, mirror, alkyd paint",274 x 360 x 480 cm,2012,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,4,4,0,3,2,TRUE,0,3,5,"use of mirrors/ reflection, hard to ascertain space & what it is, open structure, repetition, multiple parts"
